"shoppingcartitemid","shoppingcartitemstudentid","shoppingcartitemclassid","shoppingcartitemquantity","shoppingcartid","shoppingcartaddtime"
"2653","241733382","221","1","kjlne266m9hi4un2ik8e73ekda","2024-01-27 11:45:44"
"2654","241733382","225","1","kjlne266m9hi4un2ik8e73ekda","2024-01-27 11:45:53"
"2655","667168456","225","1","q96r404dqnf65qvrgh7oijbngj","2024-01-27 11:55:48"
"2656","524990911","248","1","qd3a9pc4ha0254kfv80hc980q6","2024-01-27 13:10:29"
"2657","887964318","226","1","ohafqetosebmq48s47gvo3odk2","2024-01-27 13:49:07"
"2658","876376174","226","1","0k0hh8s70qke89s32u860mt38u","2024-01-27 13:49:08"
"2659","377688170","225","2","6a31a7md8hdcf2hi8rm5ogmqaf","2024-01-27 15:26:20"
"2660","927861100","257","1","7h6cf0d1aa0ubtl5coeg04uq3d","2024-01-27 16:08:50"
"2663","339","265","1","74hnahb5vj2t6ej642cfvr39lo","2024-01-27 17:28:34"
"2665","339","253","1","74hnahb5vj2t6ej642cfvr39lo","2024-01-27 17:34:53"
"2666","339","254","1","74hnahb5vj2t6ej642cfvr39lo","2024-01-27 17:42:47"
"2668","571775109","238","1","rt86u3nrkpe9oremg309fm6c9k","2024-01-27 18:11:44"
"2669","21","240","1","rt86u3nrkpe9oremg309fm6c9k","2024-01-27 18:12:15"
"2670","21","245","1","rt86u3nrkpe9oremg309fm6c9k","2024-01-27 18:12:20"
"2671","21","258","1","rt86u3nrkpe9oremg309fm6c9k","2024-01-27 18:12:25"
"2672","21","263","1","rt86u3nrkpe9oremg309fm6c9k","2024-01-27 18:12:39"
"2673","21","246","1","rt86u3nrkpe9oremg309fm6c9k","2024-01-27 18:12:53"
"2674","411053790","226","1","pd2ds0rmdf99vbjalrh3qsnip5","2024-01-27 20:42:51"
"2675","509590040","226","1","2m7n7dhlj76r5rk0gab6q9b0kn","2024-01-27 20:44:08"
"2676","3","239","1","b8r5pol7e6vceh5bqsfhqlj1q9","2024-01-27 21:44:10"
"2677","3","257","1","b8r5pol7e6vceh5bqsfhqlj1q9","2024-01-27 21:49:17"
"2678","3","266","1","b8r5pol7e6vceh5bqsfhqlj1q9","2024-01-27 21:49:38"
"2679","562676515","256","1","es2b8nv1q5d9al084cj8km8vov","2024-01-27 21:50:28"
"2680","638518084","238","1","8v5uhrvsvsr176orhdaflkkkc8","2024-01-27 22:19:02"
"2681","514257694","263","1","ndpmmqnvf6lnt8mtk2btlr0gi9","2024-01-27 22:27:40"
"2682","653251291","256","1","b2h3sd9rla4ip1tup726hqemrj","2024-01-27 22:36:02"
"2683","375","248","1","ndpmmqnvf6lnt8mtk2btlr0gi9","2024-01-27 22:44:16"
"2684","637920507","238","1","4etm1vtufstf87s90fjjq1t5qe","2024-01-28 03:02:10"
"2685","265758470","238","1","30ntqebmi8jbelhv4r3ll3pipp","2024-01-28 10:06:22"
"2686","854418293","226","1","elj1ml4e09kr54le887d0ptt0o","2024-01-28 10:36:12"
"2687","862305946","245","1","shi4bq2r8pccp07e4ue5jji3t0","2024-01-28 10:57:12"
"2688","862305946","251","1","shi4bq2r8pccp07e4ue5jji3t0","2024-01-28 10:57:19"
"2689","735347197","240","1","kmd0bdbdbenhkk9lbl422kr0le","2024-01-28 11:26:21"
"2690","206535887","226","2","qbug40gffdm1u8ptoijmkm9mst","2024-01-28 11:45:16"
"2691","174","226","2","qepiu07n3hq8dhcvu2hhklm8eq","2024-01-28 11:47:55"
"2692","744585323","238","1","cs3qhmcep444rklkavqqtib3nc","2024-01-28 12:14:36"
"2693","425569612","226","1","vehmvi2a194bdt54nsd4i1l1g2","2024-01-28 12:23:22"
"2694","545159369","226","1","1sf5lv8sio1ha7nohrd37emmnt","2024-01-28 13:22:36"
"2695","479161829","240","1","8s6fmgj6h4bdomd5gfqg3h5n4g","2024-01-28 13:38:59"
"2696","763428214","226","1","1fns30gd79m6j6g9ggr3pndmuq","2024-01-28 13:43:34"
"2697","343138692","226","1","qso49rmm0s933sbr7qmau866t0","2024-01-28 14:56:41"
"2698","973434933","239","1","i9o2kg92tccd00r1a1d3lbkhph","2024-01-28 15:15:43"
"2699","482188328","240","2","7pv7t4qktpo06h206qeq31etbg","2024-01-28 17:21:16"
"2700","265714133","245","1","afsongs27hgj7hljpouhi3m7mb","2024-01-28 17:52:08"
"2701","701153357","265","1","nnqg9lgbmptchoesd7le8nj0ri","2024-01-28 19:38:25"
"2702","701153357","248","1","nnqg9lgbmptchoesd7le8nj0ri","2024-01-28 19:38:36"
"2703","701153357","261","1","nnqg9lgbmptchoesd7le8nj0ri","2024-01-28 19:39:08"
"2704","701153357","262","1","nnqg9lgbmptchoesd7le8nj0ri","2024-01-28 19:39:16"
"2705","701153357","251","1","nnqg9lgbmptchoesd7le8nj0ri","2024-01-28 19:42:30"
"2706","218156043","256","1","55ed58netufplk1khftd5sima9","2024-01-29 00:18:59"
"2708","181","250","1","7du8aqe67qs36r83jlphhrhda8","2024-01-29 00:23:34"
"2709","181","255","1","7du8aqe67qs36r83jlphhrhda8","2024-01-29 00:26:32"
"2710","489843076","240","2","7jukerehn1ag795c1ksf8v12gb","2024-01-29 05:56:33"
"2711","267024207","245","1","i9h7gghmtah8uaff7c1g74olt9","2024-01-29 12:28:09"
"2712","697949544","258","1","3lubbpetvtuct1o5b4vq7tevve","2024-01-29 15:20:56"
"2713","557255312","245","1","kv03d1jig9h0jb9qg35m5jbh7s","2024-01-29 15:26:23"
"2714","877453953","250","1","seut2dtjcnrm6haug608vvdus9","2024-01-29 17:08:28"
"2715","903362427","245","1","b05pjngof3cme3r9n1o32bhsc7","2024-01-29 19:31:28"
"2716","623901026","245","1","v4n92lu96b8edvh4uq266vvg06","2024-01-29 19:37:18"
"2717","152","264","1","e98goq6uo7ksi8phmre5mgjbia","2024-01-29 21:24:10"
"2721","863459454","264","2","2onea9sd34gfib72vkq3eu0s4m","2024-01-29 21:46:34"
"2722","122","253","1","8v3mbmo23bac6dmo8d4n3ln1oo","2024-01-29 22:16:08"
"2724","500341019","246","1","4srd0dp84hkgtg5upuifnd4f8g","2024-01-29 23:20:01"
"2725","51","258","1","luenlk5t4b41hpvfpjublupgjn","2024-01-30 07:55:18"
"2726","152","256","1","qlbef9lfu7vrk1au45kuncsv7k","2024-01-30 10:07:11"
"2727","703082885","256","1","56s9og1tf95t195psam5hd5g2d","2024-01-30 11:07:50"
"2728","390712992","242","1","ot5gr7fuk3r9pt6el1rnhbrs1b","2024-01-30 12:21:58"
"2729","390712992","245","1","ot5gr7fuk3r9pt6el1rnhbrs1b","2024-01-30 12:22:25"
"2730","379","251","2","td9sj4tkiqngeup6g98flo4kmv","2024-01-30 14:03:43"
"2731","490924384","256","1","8l0e5sva1i9896f50atd8qv43n","2024-01-30 15:50:39"
"2732","876395725","240","1","adj6oupnubko68tble3a5hkso6","2024-01-30 15:53:59"
"2733","461953169","239","1","rmqp9oq4gjg3mobo4g2m436g9g","2024-01-30 15:59:14"
"2734","425679631","240","2","najvtiguu9d6t8mhrgjjjormdu","2024-01-30 17:45:03"
"2735","983658754","256","1","a4oe4q8daj8ti3d6hvhbq8slk9","2024-01-30 19:24:48"
"2736","122","253","1","tfr6pt69sdgj0dts7kp39lnepu","2024-01-30 19:27:14"
"2737","246712169","277","1","1j16gpolstovn69eied4721lig","2024-01-30 19:38:53"
"2738","869944693","239","1","8ea113in3v2drsj047ep579ack","2024-01-30 20:31:21"
"2739","712358487","245","2","ct9kr2kq78ghou59jlqsehnec0","2024-01-30 20:42:35"
"2740","973056390","245","1","jomc9ef356gqfh6a648bbfu7pq","2024-01-30 21:03:31"
"2741","366","256","1","ma2g9an5foakfpk8v1l9vn5tl1","2024-01-30 21:24:54"
"2742","435362199","275","2","rn0mrhnqb4loq7tohn4226erp2","2024-01-30 22:28:09"
"2743","21","242","1","ik00bnetdgtf5s96quu14rl326","2024-01-30 23:34:30"
"2744","21","245","1","ik00bnetdgtf5s96quu14rl326","2024-01-30 23:34:33"
"2745","21","241","1","ik00bnetdgtf5s96quu14rl326","2024-01-30 23:34:49"
"2746","21","263","1","ik00bnetdgtf5s96quu14rl326","2024-01-30 23:34:57"
"2747","21","246","1","ik00bnetdgtf5s96quu14rl326","2024-01-30 23:35:01"
"2748","21","268","1","ik00bnetdgtf5s96quu14rl326","2024-01-30 23:35:10"
"2749","21","255","1","ik00bnetdgtf5s96quu14rl326","2024-01-30 23:35:23"
"2750","21","272","1","ik00bnetdgtf5s96quu14rl326","2024-01-30 23:35:30"
"2751","21","259","1","ik00bnetdgtf5s96quu14rl326","2024-01-30 23:35:41"
"2752","21","262","1","ik00bnetdgtf5s96quu14rl326","2024-01-30 23:35:47"
"2753","21","266","1","ik00bnetdgtf5s96quu14rl326","2024-01-30 23:35:52"
"2754","21","277","1","ik00bnetdgtf5s96quu14rl326","2024-01-30 23:40:31"
"2755","845109535","265","1","ldfjp70iree122ojnjdugg22bh","2024-01-31 00:32:06"
"2756","88","266","1","7vuos6n6r421ssnqsv08dv0g9o","2024-01-31 09:52:25"
"2759","88","247","1","7vuos6n6r421ssnqsv08dv0g9o","2024-01-31 09:52:54"
"2760","716807018","249","1","a6shn2c01q0sn69gkjhabctfqo","2024-01-31 10:04:16"
"2761","61","258","1","3a1ra39gs8e3da8a35tv31re3a","2024-01-31 11:32:34"
"2762","41","239","1","jsnlcfhv1eopiqq209jtblsdfa","2024-01-31 13:21:33"
"2763","680176641","258","1","dk9spmou9o9a0m3dididc4iog8","2024-01-31 13:44:02"
"2764","206343014","239","1","a7din5d0gtku92kbp6bo5u2ank","2024-01-31 15:16:23"
"2765","181","277","1","amai8rskl5hgd4lq6e1aritke9","2024-01-31 16:13:41"
"2766","181","277","1","qevegovj3l2vipil7p6tkapbaa","2024-01-31 16:18:51"
"2767","273202271","240","1","g836a4vnh03h3o2i66298r2brm","2024-01-31 16:30:36"
"2768","654895614","263","1","05ahp3ifb0nia3ovg49ntl4sif","2024-01-31 16:42:51"
"2769","370","251","1","meulelq8lsnldm7i95saskqioj","2024-01-31 17:05:34"
"2770","147431223","239","1","jp5kcs5tn8276pbgbea1amfk6g","2024-01-31 17:09:29"
"2771","16","239","1","1aol9mja8aib9of6thh7s1tvqa","2024-01-31 17:17:40"
"2772","574378548","239","1","eljoj71ceboda24fo90tvfhok7","2024-01-31 17:23:52"
"2773","616937877","245","1","8s890bni3ccsa0vrk8dn71i901","2024-01-31 17:29:28"
"2774","449851484","265","2","can068ddth95ahd02379uc2is0","2024-01-31 17:31:17"
"2775","539188620","241","1","et0gs8qpd3bq6k95hp8p6m86s7","2024-01-31 18:18:02"
"2777","120890087","245","1","1jhlgmbp4s0vjgv44jqimksbh4","2024-01-31 19:40:07"
"2778","326108015","245","1","3j1rgqj3atn8mrdiod3qlorjq8","2024-01-31 20:05:03"
"2779","683793731","258","1","34p26f46svfnjovr12meuu70bl","2024-01-31 20:14:02"
"2780","265962673","258","1","1ua7qgmg212gk76n3hsr2euq40","2024-01-31 20:14:20"
"2781","683793731","269","1","34p26f46svfnjovr12meuu70bl","2024-01-31 20:14:33"
"2782","683793731","259","1","34p26f46svfnjovr12meuu70bl","2024-01-31 20:16:04"
"2783","683793731","266","1","34p26f46svfnjovr12meuu70bl","2024-01-31 20:16:50"
"2784","683793731","275","1","34p26f46svfnjovr12meuu70bl","2024-01-31 20:17:25"
"2785","147516487","249","1","ukaa7g6edutc44r7qngqfr40jv","2024-01-31 21:09:35"
"2786","61","258","1","g4gunfbgd63gtvtmvj969msgup","2024-01-31 21:22:24"
"2787","947125543","249","1","ee71qodt0rj252nj9ga2qf220g","2024-01-31 21:25:39"
"2788","512630100","249","1","8v6m7asvigl6ft9ij4iqdf3143","2024-01-31 21:29:12"
"2789","635232417","248","1","24uv52tso2hg1clvjf6340kh8p","2024-01-31 22:02:26"
"2790","387063676","205","1","vomo295r82ki48kacm36o6l9cq","2024-01-31 22:04:50"
"2791","102","265","1","2i1i2qjpd010lfl3amoocvore2","2024-01-31 22:39:37"
"2792","102","277","1","2i1i2qjpd010lfl3amoocvore2","2024-01-31 22:40:05"
"2793","102","253","1","2i1i2qjpd010lfl3amoocvore2","2024-01-31 22:40:10"
"2794","622936256","242","2","8jikjkjfml1abs3ji0b7p5cr5a","2024-02-01 00:50:28"
"2795","622936256","258","2","8jikjkjfml1abs3ji0b7p5cr5a","2024-02-01 00:50:33"
"2796","334203194","249","1","bvg9tgr0qp6iukkbj8cph2tf9b","2024-02-01 01:32:27"
"2797","334203194","251","1","bvg9tgr0qp6iukkbj8cph2tf9b","2024-02-01 01:32:29"
"2798","334203194","253","1","bvg9tgr0qp6iukkbj8cph2tf9b","2024-02-01 01:32:41"
"2799","334203194","247","1","bvg9tgr0qp6iukkbj8cph2tf9b","2024-02-01 01:32:59"
"2800","334203194","248","1","bvg9tgr0qp6iukkbj8cph2tf9b","2024-02-01 01:33:01"
"2801","334203194","252","1","bvg9tgr0qp6iukkbj8cph2tf9b","2024-02-01 01:33:30"
"2802","334203194","256","1","bvg9tgr0qp6iukkbj8cph2tf9b","2024-02-01 01:33:40"
"2803","334203194","257","1","bvg9tgr0qp6iukkbj8cph2tf9b","2024-02-01 01:33:49"
"2804","334203194","264","1","bvg9tgr0qp6iukkbj8cph2tf9b","2024-02-01 01:34:13"
"2805","334203194","266","1","bvg9tgr0qp6iukkbj8cph2tf9b","2024-02-01 01:34:19"
"2806","530849800","277","1","78mqnm3v4hc2bi5i9oqob0ei8v","2024-02-01 08:34:48"
"2807","88","267","1","7vuos6n6r421ssnqsv08dv0g9o","2024-02-01 08:48:55"
"2808","175","245","1","ioq1ngf2j59j8700j2e7qorbbc","2024-02-01 09:30:28"
"2809","861116646","272","1","9q71njq19e2dl0geanbe9om2qk","2024-02-01 09:31:05"
"2810","530849800","258","1","78mqnm3v4hc2bi5i9oqob0ei8v","2024-02-01 09:44:34"
"2811","628023171","245","2","imofqp2e2u3oaqgpjhd0dqtcui","2024-02-01 09:51:30"
"2812","860511310","242","1","cil980ehlp4vli6qn6u758ggho","2024-02-01 13:00:53"
"2813","804733132","245","1","d39giptisahj0el9s4sc5mcbcc","2024-02-01 15:34:33"
"2814","267024207","245","1","qqh7gh7v2vur618havc4tdhdeq","2024-02-01 18:17:44"
"2815","370","251","1","9e3hesmi3mmfikv09k8iieulsa","2024-02-01 21:02:21"
"2816","347476318","245","1","da221v5g17aek8ubqdkk2hqua1","2024-02-01 21:29:44"
"2817","666508239","249","1","4pvse1m312d53vatkvpq59kk44","2024-02-01 22:11:54"
"2818","291678834","249","1","9rb6urn23c010tf2ogodn19qb9","2024-02-01 22:16:12"
"2819","291678834","251","1","9rb6urn23c010tf2ogodn19qb9","2024-02-01 22:17:44"
"2820","291678834","253","1","9rb6urn23c010tf2ogodn19qb9","2024-02-01 22:18:01"
"2821","818622270","264","1","c5k1b85tteprd74jcnlt30c8d8","2024-02-01 22:42:03"
"2822","936086962","277","1","up6gbqpt7v2j9b5peo0i34q5g6","2024-02-01 23:04:41"
"2823","562151802","277","1","7mq9ba30m7ik470qb3jmi1e1ei","2024-02-01 23:13:00"
"2824","605572615","277","1","soivltvu2e17dqbkfu3s94m0n4","2024-02-01 23:37:34"
"2825","697946181","247","1","ma5apgrsoau5d6vsolmpmhufpi","2024-02-01 23:56:09"
"2826","422409929","277","1","pucsuo9862shn5kkf01kd02dn8","2024-02-02 00:38:03"
"2827","354149524","245","1","kiplpqj2jt5s996fpnkc86he82","2024-02-02 03:10:10"
"2828","630964799","245","1","q266e5tsfu7b07s97vo297dor4","2024-02-02 11:54:54"
"2829","720719583","248","1","fdej0qflko1rfj5t72cjmrcehv","2024-02-02 12:44:03"
"2830","261735706","245","2","584mrpbmtqgtpkac2ams2eqj0n","2024-02-02 14:22:19"
"2831","275968159","253","1","a42ik61obnj9ul1ffbsvglalcj","2024-02-02 14:31:39"
"2832","494663968","251","1","4al37nbmk8m8vrtlvsadirpj5u","2024-02-02 15:06:27"
"2833","494663968","277","1","4al37nbmk8m8vrtlvsadirpj5u","2024-02-02 15:07:40"
"2834","385","251","1","9mqkilqers139srg653q7b58cb","2024-02-02 15:26:18"
"2835","382","249","1","riddc8ah6t35a0j0hm7po1st91","2024-02-02 15:28:17"
"2836","385","277","1","9mqkilqers139srg653q7b58cb","2024-02-02 15:29:13"
"2837","200096654","251","1","lbujfvt44ksbllblvmhhh7lvr4","2024-02-02 15:43:17"
"2838","367728972","255","1","mcum3ut3mmt5gtovkf101ujc3r","2024-02-02 16:00:14"
"2839","367728972","262","1","mcum3ut3mmt5gtovkf101ujc3r","2024-02-02 16:00:34"
"2840","511796218","260","1","pqg2mvk32pkftfpcjlh3i043rn","2024-02-02 16:21:10"
"2841","96","263","1","353glvh4mkmj0594o45vkn0uso","2024-02-02 16:32:57"
"2842","721862876","249","1","s5akfnvu3lrn6tql515iug49e1","2024-02-02 17:43:19"
"2843","471248086","249","1","agjhn37it436d02jao5d85ohkc","2024-02-02 18:52:38"
"2844","471248086","251","1","agjhn37it436d02jao5d85ohkc","2024-02-02 18:52:43"
"2845","688469610","249","1","vv3qcnt93e57u95od1mehptdmt","2024-02-02 19:28:56"
"2846","491480816","245","1","nfhpfo53d1h66fsh2bdd86kocl","2024-02-02 19:32:42"
"2847","566311272","251","1","393n20fu5rqsur13q79lvqc0v9","2024-02-02 19:52:32"
"2848","765435767","245","1","oo4rcfmf4vnou9n4g84tg4eu59","2024-02-02 19:54:08"
"2849","144","248","1","3cdv0ll5r37mfmrkiprebg3u3j","2024-02-02 20:38:59"
"2850","370","251","1","1ko5b1mrqr8pu8h3hqr7u7kf5o","2024-02-02 20:41:12"
"2851","246435473","253","1","ptnk2513hnn6195htbr7fql6e0","2024-02-02 21:22:54"
"2852","246435473","258","1","ptnk2513hnn6195htbr7fql6e0","2024-02-02 21:22:56"
"2853","298037535","258","2","eran9crqvnsbvgo30s471l2bap","2024-02-02 21:48:38"
"2854","161311741","250","2","0gsgptslk3v8ej3obgolsbb9de","2024-02-02 22:09:18"
"2855","391605969","251","1","08l42p7aak1rtfjmp9e37ra832","2024-02-02 22:10:41"
"2856","544841590","245","1","njfig9ghcsc7qdsmpp0h0j1c0i","2024-02-02 22:28:38"
"2857","801672558","238","1","mc0sf5anadrmbi09tlhldro9d0","2024-02-03 00:00:46"
"2858","143940275","265","1","j39cbjg2a2cou0s8l3mjm9spdp","2024-02-03 00:36:55"
"2859","143940275","257","1","j39cbjg2a2cou0s8l3mjm9spdp","2024-02-03 00:37:44"
"2861","143940275","264","1","j39cbjg2a2cou0s8l3mjm9spdp","2024-02-03 00:39:15"
"2862","847504727","277","1","jc26t7v4n83506lta42vlfseko","2024-02-03 00:44:02"
"2864","7","249","1","fj4olfukhlurrrtdm64fonhv7f","2024-02-03 01:27:36"
"2865","7","251","1","fj4olfukhlurrrtdm64fonhv7f","2024-02-03 01:27:37"
"2866","7","253","1","fj4olfukhlurrrtdm64fonhv7f","2024-02-03 01:27:45"
"2867","7","247","1","fj4olfukhlurrrtdm64fonhv7f","2024-02-03 01:28:06"
"2868","7","252","1","fj4olfukhlurrrtdm64fonhv7f","2024-02-03 01:28:31"
"2870","7","264","1","fj4olfukhlurrrtdm64fonhv7f","2024-02-03 01:29:04"
"2872","7","266","1","64pdrbmjp156l27tr7r7fdcp3a","2024-02-03 01:33:01"
"2873","449173836","245","1","150uur3ga0l50ur61671o24f12","2024-02-03 05:10:18"
"2874","917124772","277","1","iv0dft05i2h1bj9ke9n03fbeih","2024-02-03 07:35:42"
"2875","655834269","249","1","c71f457lerlr2bl29t5jnke5oa","2024-02-03 07:49:49"
"2894","198","277","1","4l8d33eel6auk1ajoivfusj6af","2024-02-03 11:23:48"
"2895","266545185","253","1","ri7v3n9rfe0se2ven28cen9j1m","2024-02-03 11:45:11"
"2896","792425637","253","1","pn7sgtfvb4a5pegsrk4qublh6g","2024-02-03 11:56:15"
"2897","117733985","253","1","kpbrndcj8e2bl9cov77tqhl4d2","2024-02-03 11:56:38"
"2899","107195298","249","1","785f61em8l53hq0q14nadg3o2l","2024-02-03 12:22:02"
"2900","757509338","251","2","agpftitoj6fmduoj2lku3cdefs","2024-02-03 12:29:58"
"2901","653987792","265","1","s6aqedgrr6oc05j2uctavoson5","2024-02-03 12:40:32"
"2902","285801384","277","1","5i5s0qn2vbrt5lbkma79lq2jv6","2024-02-03 12:45:24"
"2903","386083765","245","1","acg52pitnqcj15o0ej0urls2rd","2024-02-03 12:58:12"
"2904","128","251","1","prr8jat7ho4itd27g0k0hqrarq","2024-02-03 13:39:29"
"2905","98","253","1","t0ini7i5tu8gscepme5555khld","2024-02-03 14:14:16"
"2906","98","258","1","t0ini7i5tu8gscepme5555khld","2024-02-03 14:14:19"
"2907","794342694","253","1","uk8con0cb2oeh0d2dvn2oaqina","2024-02-03 14:37:27"
"2908","431344233","277","1","vr8dh2t6atvrrsir9but9t0mfq","2024-02-03 15:28:24"
"2909","303060679","277","1","6bu1u5hdnk6annbnqb3kdl5g13","2024-02-03 15:39:42"
"2910","369","263","2","t0j2s8ufp3pv3pvo2pdgd46bcv","2024-02-03 16:23:32"
"2911","231466818","255","2","7t3lk5joe9bfd5i3a7kn9v24kq","2024-02-03 18:21:38"
"2913","660476838","253","1","668t6rkk76jatn50hq632n3me0","2024-02-03 18:37:52"
"2914","899285579","277","1","5edgt1ng1ts030rd8alo4pp9ei","2024-02-03 19:35:36"
"2916","363365877","255","1","hnc1kl2mgjmt8pb72gr93calia","2024-02-03 20:21:21"
"2917","390","270","1","hrb16u883uiom1d67iekg2c8ee","2024-02-03 20:30:00"
"2918","842206115","246","1","vt4q0irlcgtgo1kj6t2usa14ru","2024-02-03 20:31:33"
"2920","933664829","246","1","pd0hu4ta6j53g7j2kborto8vkv","2024-02-03 21:25:48"
"2921","662127289","247","1","00h8alqai7kdeutffpropkmi8k","2024-02-03 22:21:42"
"2922","439091681","277","1","41u284jddq2ff56qkrq50ipu4b","2024-02-03 22:46:52"
"2923","92","248","1","2tfnu0hun9ujhb1uvl7viler5i","2024-02-03 23:08:02"
"2924","92","254","1","2tfnu0hun9ujhb1uvl7viler5i","2024-02-03 23:09:19"
"2925","92","262","1","2tfnu0hun9ujhb1uvl7viler5i","2024-02-03 23:15:30"
"2927","98","253","1","7ome5l2h9jj0vp6qmbtrqcnjp1","2024-02-04 00:09:48"
"2928","98","258","1","7ome5l2h9jj0vp6qmbtrqcnjp1","2024-02-04 00:09:53"
"2929","489597796","262","2","vpqtd9qm1q72mj234dv1l9eiar","2024-02-04 01:26:53"
"2930","181623948","256","1","cea3i06l57berkijebupqnpa38","2024-02-04 01:27:02"
"2931","758398885","277","1","g61aun8u2tbv7rvibonmkdnc9h","2024-02-04 02:31:12"
"2932","284358308","277","1","innik3675ojjg2kkt4gpkjebvd","2024-02-04 03:47:14"
"2933","783181308","266","2","2iulr2mqbo5o70k38hkrdl5hvv","2024-02-04 04:12:51"
"2934","724268586","277","1","uhv914r1gto2fu23f1rgqr9eqp","2024-02-04 08:48:43"
"2935","150959709","253","1","80rkb2e26bf66dgqntf0r628a7","2024-02-04 09:19:16"
"2937","292892905","277","1","sp5l4k0rd8cnbem5ckggjtiltk","2024-02-04 11:57:26"
"2938","392","277","1","9eohjqjj2b06b1umddvenc5dt5","2024-02-04 12:56:07"
"2939","600685454","263","1","48p9rue732moo8bgc58brj9l33","2024-02-04 19:09:27"
"2940","884701415","267","1","p25jj0at5ube489ogocldtjige","2024-02-04 22:14:36"
"2941","7","256","2","99thkallvta48gpmfvsupa6u3p","2024-02-04 22:48:56"
"2942","394","246","1","5k1g4u9rhurdvhtg8qjjrhp0c7","2024-02-04 23:12:50"
"2943","796393600","262","1","mputfok9m8ijta9j267qj1fi4n","2024-02-05 00:44:05"
"2944","152","264","1","mdsou5pufcn6d3eesshjuqr8pf","2024-02-05 03:33:05"
"2945","51","265","1","rhbcdcq8j0bn10t1fj0j9pcfeg","2024-02-05 07:50:29"
"2946","813659579","246","1","88mdds3vtt8gv4l3ipe8gonfgh","2024-02-05 10:32:32"
"2947","181","241","1","t78pmreiv4vmk5cr5knjhea2qr","2024-02-05 10:44:46"
"2948","181","265","1","egmsjrrcf28mre2dll4q1nn4f1","2024-02-05 10:51:51"
"2951","181","265","1","4os10t21cg088u4vfqsppq5bub","2024-02-05 11:07:40"
"2952","743247431","265","1","22dbbld8i4bntpdhn0r4ka5eu1","2024-02-05 12:51:50"
"2953","181","265","1","op7qkfsu1m7jaqrnhv8pd07u6t","2024-02-05 13:06:15"
"2955","181","254","1","0e162gh0ginva5oi8kvtohb9pd","2024-02-05 13:10:03"
"2956","181","265","1","3473hnvnfakk57i9vr3rn67nf2","2024-02-05 13:13:21"
"2958","451151025","260","2","mvhdrfqlqikhdh8frtdkmgvv5q","2024-02-05 14:38:34"
"2959","600395473","274","1","ejtdmtkh7jv2pqmist7293vabb","2024-02-05 14:58:59"
"2960","181","265","1","409g9lno33huethlq61pn14i4d","2024-02-05 15:29:43"
"2961","110354129","241","1","diu3oauke8lgq3b8ndkrc65cn9","2024-02-05 15:57:33"
"2962","181","265","1","gfhh6hbg1t3fb87ndv997n3btt","2024-02-05 17:08:50"
"2963","181","255","1","l2uap3cpfu9d76as530johjlj7","2024-02-05 17:11:51"
"2964","181","259","1","l2uap3cpfu9d76as530johjlj7","2024-02-05 17:12:06"
"2965","181","262","1","l2uap3cpfu9d76as530johjlj7","2024-02-05 17:12:11"
"2966","181","254","1","cr0d97cc7uksqs9h35js1cq245","2024-02-05 17:17:04"
"2967","919860688","247","1","6voseadtsboo9mmevitahh50m8","2024-02-05 17:18:06"
"2969","919860688","257","1","6voseadtsboo9mmevitahh50m8","2024-02-05 17:18:46"
"2970","919860688","256","1","6voseadtsboo9mmevitahh50m8","2024-02-05 17:19:01"
"2971","181","250","1","25pircbj2jvg36eqpsb9pl1aqr","2024-02-05 17:23:32"
"2972","181","266","1","e9q3trm13bf5n4f5dhtrv8tb7n","2024-02-05 17:27:58"
"2973","338266961","265","1","64p67eonbt7ukredr32llt4l7q","2024-02-05 17:36:35"
"2974","181","272","1","etqpu6ss5notc5kigqs8dfv2rl","2024-02-05 17:51:04"
"2975","310506078","260","1","bieef7e3tobknatqbuhpanhap7","2024-02-05 17:53:37"
"2976","181","270","1","7ek51514ejj6mvdh6g3itauekr","2024-02-05 17:54:50"
"2978","92","266","1","qusjl1vpqd32qdeuqkdigigspl","2024-02-05 20:00:09"
"2979","624078970","247","2","rhv99ua4a72478l6si6a3cf9o8","2024-02-05 20:21:16"
"2980","88","267","1","rhv99ua4a72478l6si6a3cf9o8","2024-02-05 20:22:32"
"2981","88","266","1","rhv99ua4a72478l6si6a3cf9o8","2024-02-05 20:22:59"
"2982","482401015","263","1","9vjc9mdot587toc3vcfmh2u0er","2024-02-05 20:39:48"
"2983","456289652","247","1","2gaahokjmu0h02u78c3qi9dbc7","2024-02-05 21:11:31"
"2984","611406671","246","2","8ubcdd4n59gsqkfq9de6q43cdo","2024-02-05 21:37:33"
"2985","115006563","246","2","u1r4894qkjvc17jv0dvfn9npi2","2024-02-05 22:05:59"
"2986","115006563","267","2","u1r4894qkjvc17jv0dvfn9npi2","2024-02-05 22:06:08"
"2987","115006563","268","2","u1r4894qkjvc17jv0dvfn9npi2","2024-02-05 22:06:16"
"2988","554675193","260","2","46jt23offpsfqk4tpdohd1s8ba","2024-02-05 22:21:55"
"2989","573508024","250","1","71civvjlme9i5jovt25bh9jvb7","2024-02-05 22:30:38"
"2990","187855562","262","3","edmj7uic084v1lvo8i1iv1t7rg","2024-02-05 23:40:50"
"2991","103984021","267","1","v6nm32q5u32em97oa60m31be1i","2024-02-06 00:26:08"
